stat,Dis,crop,year,sea,prod,met,Unnamed: 7,Unnamed: 8,Unnamed: 9
Tamil Nadu,Thoothukudi,Sesamum,2008,whole_year,2174,Hectare,814.0,Tonnes,0.374425023
Tamil Nadu,Tiruchirappalli,Sesamum,2008,whole_year,592,Hectare,391.0,Tonnes,0.660472973
Tamil Nadu,Tirunelveli,Sesamum,2008,whole_year,1193,Hectare,702.0,Tonnes,0.588432523
Tamil Nadu,Tiruvannamalai,Sesamum,2008,whole_year,1273,Hectare,901.0,Tonnes,0.707776905
Tamil Nadu,Vellore,Sesamum,2008,whole_year,515,Hectare,219.0,Tonnes,0.425242718
Tamil Nadu,Villupuram,Sesamum,2008,whole_year,4041,Hectare,2130.0,Tonnes,0.527097253
Tamil Nadu,Virudhunagar,Sesamum,2008,whole_year,2528,Hectare,412.0,Tonnes,0.162974684
Tamil Nadu,Coimbatore,Small millets,2008,Kharif,8,Hectare,6.0,Tonnes,0.75
Tamil Nadu,Cuddalore,Small millets,2008,Kharif,1874,Hectare,2900.0,Tonnes,1.547491996
Tamil Nadu,Dharmapuri,Small millets,2008,Kharif,10523,Hectare,8283.0,Tonnes,0.787132947
Tamil Nadu,Dindigul,Small millets,2008,Kharif,29,Hectare,62.0,Tonnes,2.137931034
Tamil Nadu,Erode,Small millets,2008,Kharif,12,Hectare,10.0,Tonnes,0.833333333
Tamil Nadu,Karur,Small millets,2008,Kharif,5,Hectare,4.0,Tonnes,0.8
Tamil Nadu,Krishnagiri,Small millets,2008,Kharif,1566,Hectare,1166.0,Tonnes,0.744572158
Tamil Nadu,Madurai,Small millets,2008,Kharif,2645,Hectare,1632.0,Tonnes,0.617013233
Tamil Nadu,Nagapattinam,Small millets,2008,Kharif,1,Hectare,,Tonnes,0.0
Tamil Nadu,Namakkal,Small millets,2008,Kharif,339,Hectare,268.0,Tonnes,0.790560472
Tamil Nadu,Perambalur,Small millets,2008,Kharif,143,Hectare,605.0,Tonnes,4.230769231
Tamil Nadu,Pudukkottai,Small millets,2008,Kharif,322,Hectare,6.0,Tonnes,0.01863354
Tamil Nadu,Ramanathapuram,Small millets,2008,Kharif,52,Hectare,384.0,Tonnes,7.384615385
Tamil Nadu,Salem,Small millets,2008,Kharif,1762,Hectare,1231.0,Tonnes,0.698637911
Tamil Nadu,Sivaganga,Small millets,2008,Kharif,1007,Hectare,10.0,Tonnes,0.009930487
Tamil Nadu,Thanjavur,Small millets,2008,Kharif,4,Hectare,1.0,Tonnes,0.25
Tamil Nadu,Theni,Small millets,2008,Kharif,2520,Hectare,23.0,Tonnes,0.009126984
Tamil Nadu,Thiruvarur,Small millets,2008,Kharif,1,Hectare,,Tonnes,0.0
Tamil Nadu,Thoothukudi,Small millets,2008,Kharif,22,Hectare,374.0,Tonnes,17.0
Tamil Nadu,Tiruchirappalli,Small millets,2008,Kharif,120,Hectare,96.0,Tonnes,0.8
Tamil Nadu,Tirunelveli,Small millets,2008,Kharif,15,Hectare,12.0,Tonnes,0.8
Tamil Nadu,Tiruvannamalai,Small millets,2008,Kharif,4525,Hectare,3626.0,Tonnes,0.801325967
Tamil Nadu,Vellore,Small millets,2008,Kharif,3386,Hectare,2455.0,Tonnes,0.7250443
Tamil Nadu,Villupuram,Small millets,2008,Kharif,1951,Hectare,2010.0,Tonnes,1.030240902
Tamil Nadu,Virudhunagar,Small millets,2008,Kharif,680,Hectare,533.0,Tonnes,0.783823529
Tamil Nadu,Ariyalur,Sugarcane,2008,whole_year,8608,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Sugarcane,2008,whole_year,2581,Hectare,812334.0,Tonnes,314.7361488
Tamil Nadu,Cuddalore,Sugarcane,2008,whole_year,30141,Hectare,3213272.0,Tonnes,106.608009
Tamil Nadu,Dharmapuri,Sugarcane,2008,whole_year,16951,Hectare,1599886.0,Tonnes,94.38298625
Tamil Nadu,Dindigul,Sugarcane,2008,whole_year,4980,Hectare,559045.0,Tonnes,112.2580321
Tamil Nadu,Erode,Sugarcane,2008,whole_year,37039,Hectare,4632740.0,Tonnes,125.0773509
Tamil Nadu,Kanchipuram,Sugarcane,2008,whole_year,1936,Hectare,240128.0,Tonnes,124.0330579
Tamil Nadu,Karur,Sugarcane,2008,whole_year,5821,Hectare,579527.0,Tonnes,99.55797973
Tamil Nadu,Krishnagiri,Sugarcane,2008,whole_year,2512,Hectare,270153.0,Tonnes,107.5449841
Tamil Nadu,Madurai,Sugarcane,2008,whole_year,4966,Hectare,592186.0,Tonnes,119.248087
Tamil Nadu,Nagapattinam,Sugarcane,2008,whole_year,4958,Hectare,329449.0,Tonnes,66.44796289
Tamil Nadu,Namakkal,Sugarcane,2008,whole_year,18959,Hectare,2356130.0,Tonnes,124.2750145
Tamil Nadu,Perambalur,Sugarcane,2008,whole_year,3688,Hectare,952805.0,Tonnes,258.3527657
Tamil Nadu,Pudukkottai,Sugarcane,2008,whole_year,7297,Hectare,769148.0,Tonnes,105.4060573
Tamil Nadu,Ramanathapuram,Sugarcane,2008,whole_year,323,Hectare,34307.0,Tonnes,106.2136223
Tamil Nadu,Salem,Sugarcane,2008,whole_year,11453,Hectare,1065278.0,Tonnes,93.01300969
Tamil Nadu,Sivaganga,Sugarcane,2008,whole_year,5298,Hectare,586637.0,Tonnes,110.7280106
Tamil Nadu,Thanjavur,Sugarcane,2008,whole_year,11296,Hectare,1126098.0,Tonnes,99.68997875
Tamil Nadu,The Nilgiris,Sugarcane,2008,whole_year,5,Hectare,531.0,Tonnes,106.2
Tamil Nadu,Theni,Sugarcane,2008,whole_year,6366,Hectare,852350.0,Tonnes,133.8909833
Tamil Nadu,Thiruvallur,Sugarcane,2008,whole_year,5615,Hectare,626831.0,Tonnes,111.6350846
Tamil Nadu,Thiruvarur,Sugarcane,2008,whole_year,2370,Hectare,251727.0,Tonnes,106.2139241
Tamil Nadu,Thoothukudi,Sugarcane,2008,whole_year,253,Hectare,26872.0,Tonnes,106.2134387
Tamil Nadu,Tiruchirappalli,Sugarcane,2008,whole_year,4962,Hectare,513607.0,Tonnes,103.5080613
Tamil Nadu,Tirunelveli,Sugarcane,2008,whole_year,6177,Hectare,619967.0,Tonnes,100.3670066
Tamil Nadu,Tiruppur,Sugarcane,2008,whole_year,6378,Hectare,,Tonnes,0.0
Tamil Nadu,Tiruvannamalai,Sugarcane,2008,whole_year,24198,Hectare,2393521.0,Tonnes,98.91400116
Tamil Nadu,Vellore,Sugarcane,2008,whole_year,16775,Hectare,1581933.0,Tonnes,94.30301043
Tamil Nadu,Villupuram,Sugarcane,2008,whole_year,52991,Hectare,5801190.0,Tonnes,109.4750052
Tamil Nadu,Virudhunagar,Sugarcane,2008,whole_year,3903,Hectare,411236.0,Tonnes,105.3640789
Tamil Nadu,Ariyalur,Sunflower,2008,whole_year,221,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Sunflower,2008,whole_year,29,Hectare,426.0,Tonnes,14.68965517
Tamil Nadu,Cuddalore,Sunflower,2008,whole_year,313,Hectare,292.0,Tonnes,0.932907348
Tamil Nadu,Dharmapuri,Sunflower,2008,whole_year,1373,Hectare,1254.0,Tonnes,0.913328478
Tamil Nadu,Dindigul,Sunflower,2008,whole_year,2238,Hectare,3903.0,Tonnes,1.743967828
Tamil Nadu,Erode,Sunflower,2008,whole_year,1098,Hectare,4760.0,Tonnes,4.335154827
Tamil Nadu,Kanchipuram,Sunflower,2008,whole_year,14,Hectare,19.0,Tonnes,1.357142857
Tamil Nadu,Karur,Sunflower,2008,whole_year,4749,Hectare,6166.0,Tonnes,1.298378606
Tamil Nadu,Krishnagiri,Sunflower,2008,whole_year,134,Hectare,179.0,Tonnes,1.335820896
Tamil Nadu,Madurai,Sunflower,2008,whole_year,269,Hectare,359.0,Tonnes,1.334572491
Tamil Nadu,Nagapattinam,Sunflower,2008,whole_year,1,Hectare,1.0,Tonnes,1.0
Tamil Nadu,Namakkal,Sunflower,2008,whole_year,858,Hectare,1706.0,Tonnes,1.988344988
Tamil Nadu,Perambalur,Sunflower,2008,whole_year,393,Hectare,419.0,Tonnes,1.066157761
Tamil Nadu,Pudukkottai,Sunflower,2008,whole_year,106,Hectare,141.0,Tonnes,1.330188679
Tamil Nadu,Ramanathapuram,Sunflower,2008,whole_year,49,Hectare,65.0,Tonnes,1.326530612
Tamil Nadu,Salem,Sunflower,2008,whole_year,1074,Hectare,1433.0,Tonnes,1.334264432
Tamil Nadu,Thanjavur,Sunflower,2008,whole_year,63,Hectare,84.0,Tonnes,1.333333333
Tamil Nadu,Theni,Sunflower,2008,whole_year,136,Hectare,181.0,Tonnes,1.330882353
Tamil Nadu,Thiruvallur,Sunflower,2008,whole_year,150,Hectare,200.0,Tonnes,1.333333333
Tamil Nadu,Thiruvarur,Sunflower,2008,whole_year,1,Hectare,1.0,Tonnes,1.0
Tamil Nadu,Thoothukudi,Sunflower,2008,whole_year,2078,Hectare,874.0,Tonnes,0.420596728
Tamil Nadu,Tiruchirappalli,Sunflower,2008,whole_year,2410,Hectare,4148.0,Tonnes,1.721161826
Tamil Nadu,Tirunelveli,Sunflower,2008,whole_year,1605,Hectare,2548.0,Tonnes,1.587538941
Tamil Nadu,Tiruppur,Sunflower,2008,whole_year,1710,Hectare,,Tonnes,0.0
Tamil Nadu,Tiruvannamalai,Sunflower,2008,whole_year,1790,Hectare,2388.0,Tonnes,1.334078212
Tamil Nadu,Vellore,Sunflower,2008,whole_year,491,Hectare,655.0,Tonnes,1.33401222
Tamil Nadu,Villupuram,Sunflower,2008,whole_year,880,Hectare,1532.0,Tonnes,1.740909091
Tamil Nadu,Virudhunagar,Sunflower,2008,whole_year,1522,Hectare,622.0,Tonnes,0.408672799
Tamil Nadu,Ariyalur,Sweet potato,2008,whole_year,2,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Sweet potato,2008,whole_year,2,Hectare,27.0,Tonnes,13.5
Tamil Nadu,Cuddalore,Sweet potato,2008,whole_year,14,Hectare,180.0,Tonnes,12.85714286
Tamil Nadu,Dharmapuri,Sweet potato,2008,whole_year,61,Hectare,811.0,Tonnes,13.29508197
Tamil Nadu,Dindigul,Sweet potato,2008,whole_year,35,Hectare,465.0,Tonnes,13.28571429
Tamil Nadu,Erode,Sweet potato,2008,whole_year,14,Hectare,186.0,Tonnes,13.28571429
Tamil Nadu,Kanchipuram,Sweet potato,2008,whole_year,15,Hectare,199.0,Tonnes,13.26666667
Tamil Nadu,Kanniyakumari,Sweet potato,2008,whole_year,1,Hectare,13.0,Tonnes,13.0
Tamil Nadu,Karur,Sweet potato,2008,whole_year,80,Hectare,2066.0,Tonnes,25.825
Tamil Nadu,Krishnagiri,Sweet potato,2008,whole_year,6,Hectare,80.0,Tonnes,13.33333333
Tamil Nadu,Madurai,Sweet potato,2008,whole_year,54,Hectare,718.0,Tonnes,13.2962963
Tamil Nadu,Namakkal,Sweet potato,2008,whole_year,7,Hectare,129.0,Tonnes,18.42857143
Tamil Nadu,Perambalur,Sweet potato,2008,whole_year,3,Hectare,66.0,Tonnes,22.0
Tamil Nadu,Salem,Sweet potato,2008,whole_year,38,Hectare,464.0,Tonnes,12.21052632
Tamil Nadu,Thanjavur,Sweet potato,2008,whole_year,1,Hectare,13.0,Tonnes,13.0
Tamil Nadu,Thiruvallur,Sweet potato,2008,whole_year,22,Hectare,292.0,Tonnes,13.27272727
Tamil Nadu,Thoothukudi,Sweet potato,2008,whole_year,6,Hectare,80.0,Tonnes,13.33333333
Tamil Nadu,Tiruchirappalli,Sweet potato,2008,whole_year,4,Hectare,53.0,Tonnes,13.25
Tamil Nadu,Tirunelveli,Sweet potato,2008,whole_year,59,Hectare,784.0,Tonnes,13.28813559
Tamil Nadu,Tiruvannamalai,Sweet potato,2008,whole_year,11,Hectare,146.0,Tonnes,13.27272727
Tamil Nadu,Vellore,Sweet potato,2008,whole_year,22,Hectare,292.0,Tonnes,13.27272727
Tamil Nadu,Villupuram,Sweet potato,2008,whole_year,172,Hectare,1294.0,Tonnes,7.523255814
Tamil Nadu,Virudhunagar,Sweet potato,2008,whole_year,29,Hectare,385.0,Tonnes,13.27586207
Tamil Nadu,Ariyalur,Tapioca,2008,whole_year,258,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Tapioca,2008,whole_year,797,Hectare,43875.0,Tonnes,55.05018821
Tamil Nadu,Cuddalore,Tapioca,2008,whole_year,3315,Hectare,154648.0,Tonnes,46.65098039
Tamil Nadu,Dharmapuri,Tapioca,2008,whole_year,23189,Hectare,668794.0,Tonnes,28.8410022
Tamil Nadu,Dindigul,Tapioca,2008,whole_year,253,Hectare,9227.0,Tonnes,36.47035573
Tamil Nadu,Erode,Tapioca,2008,whole_year,8395,Hectare,413762.0,Tonnes,49.28671828
Tamil Nadu,Kanchipuram,Tapioca,2008,whole_year,8,Hectare,292.0,Tonnes,36.5
Tamil Nadu,Kanniyakumari,Tapioca,2008,whole_year,6965,Hectare,177691.0,Tonnes,25.51198851
Tamil Nadu,Karur,Tapioca,2008,whole_year,2516,Hectare,91761.0,Tonnes,36.47098569
Tamil Nadu,Krishnagiri,Tapioca,2008,whole_year,1439,Hectare,52482.0,Tonnes,36.47116053
Tamil Nadu,Madurai,Tapioca,2008,whole_year,73,Hectare,2662.0,Tonnes,36.46575342
Tamil Nadu,Nagapattinam,Tapioca,2008,whole_year,129,Hectare,4705.0,Tonnes,36.47286822
Tamil Nadu,Namakkal,Tapioca,2008,whole_year,28312,Hectare,1237518.0,Tonnes,43.71001695
Tamil Nadu,Perambalur,Tapioca,2008,whole_year,1129,Hectare,60716.0,Tonnes,53.7785651
Tamil Nadu,Pudukkottai,Tapioca,2008,whole_year,36,Hectare,1313.0,Tonnes,36.47222222
Tamil Nadu,Salem,Tapioca,2008,whole_year,25891,Hectare,839930.0,Tonnes,32.44100267
Tamil Nadu,Sivaganga,Tapioca,2008,whole_year,3,Hectare,109.0,Tonnes,36.33333333
Tamil Nadu,Thanjavur,Tapioca,2008,whole_year,315,Hectare,11488.0,Tonnes,36.46984127
Tamil Nadu,The Nilgiris,Tapioca,2008,whole_year,71,Hectare,2589.0,Tonnes,36.46478873
Tamil Nadu,Theni,Tapioca,2008,whole_year,115,Hectare,4194.0,Tonnes,36.46956522
Tamil Nadu,Thiruvallur,Tapioca,2008,whole_year,44,Hectare,1605.0,Tonnes,36.47727273
Tamil Nadu,Thiruvarur,Tapioca,2008,whole_year,227,Hectare,8279.0,Tonnes,36.47136564
Tamil Nadu,Thoothukudi,Tapioca,2008,whole_year,6,Hectare,219.0,Tonnes,36.5
Tamil Nadu,Tiruchirappalli,Tapioca,2008,whole_year,5340,Hectare,311576.0,Tonnes,58.34756554
Tamil Nadu,Tirunelveli,Tapioca,2008,whole_year,172,Hectare,6273.0,Tonnes,36.47093023
Tamil Nadu,Tiruppur,Tapioca,2008,whole_year,1294,Hectare,,Tonnes,0.0
Tamil Nadu,Tiruvannamalai,Tapioca,2008,whole_year,2264,Hectare,78044.0,Tonnes,34.47173145
Tamil Nadu,Vellore,Tapioca,2008,whole_year,331,Hectare,12072.0,Tonnes,36.47129909
Tamil Nadu,Villupuram,Tapioca,2008,whole_year,11376,Hectare,336149.0,Tonnes,29.54896273
Tamil Nadu,Virudhunagar,Tapioca,2008,whole_year,38,Hectare,1386.0,Tonnes,36.47368421
Tamil Nadu,Coimbatore,Tobacco,2008,whole_year,132,Hectare,676.0,Tonnes,5.121212121
Tamil Nadu,Cuddalore,Tobacco,2008,whole_year,4,Hectare,6.0,Tonnes,1.5
Tamil Nadu,Dharmapuri,Tobacco,2008,whole_year,34,Hectare,37.0,Tonnes,1.088235294
Tamil Nadu,Dindigul,Tobacco,2008,whole_year,1197,Hectare,1733.0,Tonnes,1.447786132
Tamil Nadu,Erode,Tobacco,2008,whole_year,2980,Hectare,4726.0,Tonnes,1.58590604
Tamil Nadu,Nagapattinam,Tobacco,2008,whole_year,403,Hectare,668.0,Tonnes,1.657568238
Tamil Nadu,Salem,Tobacco,2008,whole_year,218,Hectare,229.0,Tonnes,1.050458716
Tamil Nadu,Theni,Tobacco,2008,whole_year,13,Hectare,29.0,Tonnes,2.230769231
Tamil Nadu,Tirunelveli,Tobacco,2008,whole_year,2,Hectare,2.0,Tonnes,1.0
Tamil Nadu,Tiruppur,Tobacco,2008,whole_year,320,Hectare,,Tonnes,0.0
Tamil Nadu,Tiruvannamalai,Tobacco,2008,whole_year,75,Hectare,107.0,Tonnes,1.426666667
Tamil Nadu,Villupuram,Tobacco,2008,whole_year,1,Hectare,1.0,Tonnes,1.0
Tamil Nadu,Ariyalur,Turmeric,2008,whole_year,10,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Turmeric,2008,whole_year,1221,Hectare,12451.0,Tonnes,10.1973792
Tamil Nadu,Cuddalore,Turmeric,2008,whole_year,171,Hectare,986.0,Tonnes,5.766081871
Tamil Nadu,Dharmapuri,Turmeric,2008,whole_year,5021,Hectare,19012.0,Tonnes,3.786496714
Tamil Nadu,Dindigul,Turmeric,2008,whole_year,14,Hectare,81.0,Tonnes,5.785714286
Tamil Nadu,Erode,Turmeric,2008,whole_year,8365,Hectare,52872.0,Tonnes,6.320621638
Tamil Nadu,Kanchipuram,Turmeric,2008,whole_year,3,Hectare,17.0,Tonnes,5.666666667
Tamil Nadu,Kanniyakumari,Turmeric,2008,whole_year,4,Hectare,23.0,Tonnes,5.75
Tamil Nadu,Karur,Turmeric,2008,whole_year,223,Hectare,1286.0,Tonnes,5.766816143
Tamil Nadu,Krishnagiri,Turmeric,2008,whole_year,1124,Hectare,4920.0,Tonnes,4.377224199
Tamil Nadu,Madurai,Turmeric,2008,whole_year,15,Hectare,87.0,Tonnes,5.8
Tamil Nadu,Namakkal,Turmeric,2008,whole_year,2149,Hectare,16201.0,Tonnes,7.538855282
Tamil Nadu,Perambalur,Turmeric,2008,whole_year,598,Hectare,3507.0,Tonnes,5.864548495
Tamil Nadu,Pudukkottai,Turmeric,2008,whole_year,3,Hectare,17.0,Tonnes,5.666666667
Tamil Nadu,Salem,Turmeric,2008,whole_year,5920,Hectare,46055.0,Tonnes,7.779560811
Tamil Nadu,Thanjavur,Turmeric,2008,whole_year,5,Hectare,29.0,Tonnes,5.8
Tamil Nadu,The Nilgiris,Turmeric,2008,whole_year,9,Hectare,52.0,Tonnes,5.777777778
Tamil Nadu,Theni,Turmeric,2008,whole_year,3,Hectare,17.0,Tonnes,5.666666667
Tamil Nadu,Thiruvallur,Turmeric,2008,whole_year,2,Hectare,12.0,Tonnes,6.0
Tamil Nadu,Thiruvarur,Turmeric,2008,whole_year,4,Hectare,12.0,Tonnes,3.0
Tamil Nadu,Thoothukudi,Turmeric,2008,whole_year,2,Hectare,12.0,Tonnes,6.0
Tamil Nadu,Tiruchirappalli,Turmeric,2008,whole_year,736,Hectare,4246.0,Tonnes,5.769021739
Tamil Nadu,Tirunelveli,Turmeric,2008,whole_year,5,Hectare,29.0,Tonnes,5.8
Tamil Nadu,Tiruppur,Turmeric,2008,whole_year,1278,Hectare,,Tonnes,0.0
Tamil Nadu,Tiruvannamalai,Turmeric,2008,whole_year,302,Hectare,1742.0,Tonnes,5.768211921
Tamil Nadu,Vellore,Turmeric,2008,whole_year,683,Hectare,3940.0,Tonnes,5.768667643
Tamil Nadu,Villupuram,Turmeric,2008,whole_year,2005,Hectare,4728.0,Tonnes,2.358104738
Tamil Nadu,Ariyalur,Urad,2008,whole_year,1192,Hectare,,Tonnes,0.0
Tamil Nadu,Coimbatore,Urad,2008,whole_year,1094,Hectare,849.0,Tonnes,0.776051188
Tamil Nadu,Cuddalore,Urad,2008,whole_year,45733,Hectare,15860.0,Tonnes,0.346795531
Tamil Nadu,Dharmapuri,Urad,2008,whole_year,1718,Hectare,541.0,Tonnes,0.314901048
Tamil Nadu,Dindigul,Urad,2008,whole_year,3917,Hectare,1767.0,Tonnes,0.451110544
Tamil Nadu,Erode,Urad,2008,whole_year,1793,Hectare,862.0,Tonnes,0.480758505
Tamil Nadu,Kanchipuram,Urad,2008,whole_year,225,Hectare,71.0,Tonnes,0.315555556
Tamil Nadu,Kanniyakumari,Urad,2008,whole_year,512,Hectare,161.0,Tonnes,0.314453125
Tamil Nadu,Karur,Urad,2008,whole_year,787,Hectare,248.0,Tonnes,0.315120712
Tamil Nadu,Krishnagiri,Urad,2008,whole_year,767,Hectare,241.0,Tonnes,0.314211213
Tamil Nadu,Madurai,Urad,2008,whole_year,966,Hectare,304.0,Tonnes,0.314699793
Tamil Nadu,Nagapattinam,Urad,2008,whole_year,61503,Hectare,4739.0,Tonnes,0.077053152
Tamil Nadu,Namakkal,Urad,2008,whole_year,300,Hectare,94.0,Tonnes,0.313333333
Tamil Nadu,Perambalur,Urad,2008,whole_year,39,Hectare,387.0,Tonnes,9.923076923
Tamil Nadu,Pudukkottai,Urad,2008,whole_year,656,Hectare,206.0,Tonnes,0.31402439
Tamil Nadu,Ramanathapuram,Urad,2008,whole_year,3695,Hectare,1831.0,Tonnes,0.495534506
Tamil Nadu,Salem,Urad,2008,whole_year,2689,Hectare,846.0,Tonnes,0.314615099
Tamil Nadu,Sivaganga,Urad,2008,whole_year,292,Hectare,92.0,Tonnes,0.315068493
Tamil Nadu,Thanjavur,Urad,2008,whole_year,15680,Hectare,11361.0,Tonnes,0.724553571
Tamil Nadu,Theni,Urad,2008,whole_year,325,Hectare,102.0,Tonnes,0.313846154
Tamil Nadu,Thiruvallur,Urad,2008,whole_year,600,Hectare,189.0,Tonnes,0.315
Tamil Nadu,Thiruvarur,Urad,2008,whole_year,41360,Hectare,10290.0,Tonnes,0.248791103
Tamil Nadu,Thoothukudi,Urad,2008,whole_year,30351,Hectare,12988.0,Tonnes,0.427926592
Tamil Nadu,Tiruchirappalli,Urad,2008,whole_year,8618,Hectare,2628.0,Tonnes,0.304943142
Tamil Nadu,Tirunelveli,Urad,2008,whole_year,11796,Hectare,3901.0,Tonnes,0.330705324
Tamil Nadu,Tiruppur,Urad,2008,whole_year,1780,Hectare,,Tonnes,0.0
Tamil Nadu,Tiruvannamalai,Urad,2008,whole_year,2722,Hectare,1081.0,Tonnes,0.39713446
Tamil Nadu,Vellore,Urad,2008,whole_year,1448,Hectare,456.0,Tonnes,0.314917127
Tamil Nadu,Villupuram,Urad,2008,whole_year,16875,Hectare,9222.0,Tonnes,0.546488889
Tamil Nadu,Virudhunagar,Urad,2008,whole_year,4238,Hectare,1666.0,Tonnes,0.393109958
Tamil Nadu,Coimbatore,Arecanut,2009,whole_year,1651,Hectare,3324.0,Tonnes,2.013325257
Tamil Nadu,Cuddalore,Arecanut,2009,whole_year,1,Hectare,2.0,Tonnes,2.0
Tamil Nadu,Dharmapuri,Arecanut,2009,whole_year,213,Hectare,488.0,Tonnes,2.291079812
Tamil Nadu,Dindigul,Arecanut,2009,whole_year,58,Hectare,78.0,Tonnes,1.344827586
Tamil Nadu,Erode,Arecanut,2009,whole_year,215,Hectare,333.0,Tonnes,1.548837209
Tamil Nadu,Kanniyakumari,Arecanut,2009,whole_year,502,Hectare,802.0,Tonnes,1.597609562
Tamil Nadu,Karur,Arecanut,2009,whole_year,1,Hectare,2.0,Tonnes,2.0
Tamil Nadu,Krishnagiri,Arecanut,2009,whole_year,32,Hectare,5.0,Tonnes,0.15625
Tamil Nadu,Madurai,Arecanut,2009,whole_year,1,Hectare,2.0,Tonnes,2.0
Tamil Nadu,Nagapattinam,Arecanut,2009,whole_year,1,Hectare,,Tonnes,0.0
Tamil Nadu,Namakkal,Arecanut,2009,whole_year,337,Hectare,619.0,Tonnes,1.836795252
Tamil Nadu,Perambalur,Arecanut,2009,whole_year,34,Hectare,65.0,Tonnes,1.911764706
Tamil Nadu,Salem,Arecanut,2009,whole_year,1785,Hectare,4334.0,Tonnes,2.428011204
Tamil Nadu,Thanjavur,Arecanut,2009,whole_year,9,Hectare,19.0,Tonnes,2.111111111
Tamil Nadu,The Nilgiris,Arecanut,2009,whole_year,332,Hectare,71.0,Tonnes,0.213855422
Tamil Nadu,Theni,Arecanut,2009,whole_year,30,Hectare,48.0,Tonnes,1.6
Tamil Nadu,Thiruvarur,Arecanut,2009,whole_year,2,Hectare,4.0,Tonnes,2.0
Tamil Nadu,Tiruchirappalli,Arecanut,2009,whole_year,29,Hectare,68.0,Tonnes,2.344827586
Tamil Nadu,Tirunelveli,Arecanut,2009,whole_year,138,Hectare,48.0,Tonnes,0.347826087
Tamil Nadu,Tiruppur,Arecanut,2009,whole_year,37,Hectare,32.0,Tonnes,0.864864865
Tamil Nadu,Tiruvannamalai,Arecanut,2009,whole_year,4,Hectare,8.0,Tonnes,2.0
Tamil Nadu,Vellore,Arecanut,2009,whole_year,4,Hectare,8.0,Tonnes,2.0
Tamil Nadu,Villupuram,Arecanut,2009,whole_year,39,Hectare,75.0,Tonnes,1.923076923
Tamil Nadu,Virudhunagar,Arecanut,2009,whole_year,1,Hectare,2.0,Tonnes,2.0
Tamil Nadu,Ariyalur,Arhar/Tur,2009,whole_year,160,Hectare,122.0,Tonnes,0.7625
Tamil Nadu,Coimbatore,Arhar/Tur,2009,whole_year,272,Hectare,208.0,Tonnes,0.764705882
Tamil Nadu,Cuddalore,Arhar/Tur,2009,whole_year,48,Hectare,37.0,Tonnes,0.770833333
Tamil Nadu,Dharmapuri,Arhar/Tur,2009,whole_year,1437,Hectare,883.0,Tonnes,0.6144746
Tamil Nadu,Dindigul,Arhar/Tur,2009,whole_year,1044,Hectare,418.0,Tonnes,0.400383142
Tamil Nadu,Erode,Arhar/Tur,2009,whole_year,1024,Hectare,1317.0,Tonnes,1.286132813
Tamil Nadu,Kanchipuram,Arhar/Tur,2009,whole_year,11,Hectare,8.0,Tonnes,0.727272727
Tamil Nadu,Karur,Arhar/Tur,2009,whole_year,2486,Hectare,1182.0,Tonnes,0.475462591
Tamil Nadu,Krishnagiri,Arhar/Tur,2009,whole_year,2785,Hectare,1735.0,Tonnes,0.622980251
Tamil Nadu,Madurai,Arhar/Tur,2009,whole_year,1432,Hectare,1320.0,Tonnes,0.921787709
Tamil Nadu,Namakkal,Arhar/Tur,2009,whole_year,382,Hectare,362.0,Tonnes,0.947643979
Tamil Nadu,Perambalur,Arhar/Tur,2009,whole_year,253,Hectare,141.0,Tonnes,0.557312253
Tamil Nadu,Pudukkottai,Arhar/Tur,2009,whole_year,629,Hectare,385.0,Tonnes,0.612082671
Tamil Nadu,Salem,Arhar/Tur,2009,whole_year,1169,Hectare,642.0,Tonnes,0.54918734
Tamil Nadu,Sivaganga,Arhar/Tur,2009,whole_year,84,Hectare,64.0,Tonnes,0.761904762
Tamil Nadu,Thanjavur,Arhar/Tur,2009,whole_year,153,Hectare,117.0,Tonnes,0.764705882
Tamil Nadu,Theni,Arhar/Tur,2009,whole_year,1647,Hectare,3248.0,Tonnes,1.972070431
Tamil Nadu,Thiruvallur,Arhar/Tur,2009,whole_year,577,Hectare,309.0,Tonnes,0.535528596
Tamil Nadu,Thoothukudi,Arhar/Tur,2009,whole_year,98,Hectare,32.0,Tonnes,0.326530612
Tamil Nadu,Tiruchirappalli,Arhar/Tur,2009,whole_year,1163,Hectare,885.0,Tonnes,0.760963027
Tamil Nadu,Tirunelveli,Arhar/Tur,2009,whole_year,64,Hectare,49.0,Tonnes,0.765625
Tamil Nadu,Tiruppur,Arhar/Tur,2009,whole_year,135,Hectare,46.0,Tonnes,0.340740741
Tamil Nadu,Tiruvannamalai,Arhar/Tur,2009,whole_year,985,Hectare,392.0,Tonnes,0.397969543
Tamil Nadu,Vellore,Arhar/Tur,2009,whole_year,7648,Hectare,5875.0,Tonnes,0.768174686
Tamil Nadu,Villupuram,Arhar/Tur,2009,whole_year,519,Hectare,397.0,Tonnes,0.764932563
